,category,v1,v2,v3,v4,word,Score
63,capital-common-countries,Bangkok,Thailand,Tokyo,Japan,Japan,0.8282634615898132
64,capital-common-countries,Bangkok,Thailand,Athens,Greece,Greece,0.6765022873878479
65,capital-common-countries,Bangkok,Thailand,Baghdad,Iraq,Iraqi,0.6885136365890503
66,capital-common-countries,Beijing,China,Berlin,Germany,Germany,0.7232257127761841
67,capital-common-countries,Beijing,China,Bern,Switzerland,Bern_NC,0.4655816853046417
68,capital-common-countries,Beijing,China,Cairo,Egypt,Egypt,0.7653077244758606
69,capital-common-countries,Beijing,China,Canberra,Australia,Australia,0.7234394550323486
70,capital-common-countries,Beijing,China,Hanoi,Vietnam,Viet_Nam,0.7793146967887878
71,capital-common-countries,Beijing,China,Havana,Cuba,Cuba,0.7189657688140869
72,capital-common-countries,Beijing,China,Helsinki,Finland,Finland,0.7141391634941101
73,capital-common-countries,Beijing,China,Islamabad,Pakistan,Pakistan,0.8062407374382019
74,capital-common-countries,Beijing,China,Kabul,Afghanistan,Afghan,0.6770888566970825
75,capital-common-countries,Beijing,China,London,England,UK,0.6304795742034912
76,capital-common-countries,Beijing,China,Madrid,Spain,Spain,0.73203045129776
77,capital-common-countries,Beijing,China,Moscow,Russia,Russia,0.8579800128936768
78,capital-common-countries,Beijing,China,Oslo,Norway,Norway,0.6628976464271545
79,capital-common-countries,Beijing,China,Ottawa,Canada,Canada,0.6537173390388489
80,capital-common-countries,Beijing,China,Paris,France,France,0.7109121084213257
81,capital-common-countries,Beijing,China,Rome,Italy,Italy,0.663748562335968
82,capital-common-countries,Beijing,China,Stockholm,Sweden,Sweden,0.7026647925376892
83,capital-common-countries,Beijing,China,Tehran,Iran,Iran,0.826274573802948
84,capital-common-countries,Beijing,China,Tokyo,Japan,Japan,0.8236701488494873
85,capital-common-countries,Beijing,China,Athens,Greece,Greece,0.6515148878097534
86,capital-common-countries,Beijing,China,Baghdad,Iraq,Mosul,0.7041885852813721
87,capital-common-countries,Beijing,China,Bangkok,Thailand,Thailand,0.8047245740890503
88,capital-common-countries,Berlin,Germany,Bern,Switzerland,Switzerland,0.6095317602157593
89,capital-common-countries,Berlin,Germany,Cairo,Egypt,Egypt,0.6912306547164917
90,capital-common-countries,Berlin,Germany,Canberra,Australia,Australia,0.7485095858573914
91,capital-common-countries,Berlin,Germany,Hanoi,Vietnam,Viet_Nam,0.6875089406967163
92,capital-common-countries,Berlin,Germany,Havana,Cuba,Cuba,0.6961180567741394
93,capital-common-countries,Berlin,Germany,Helsinki,Finland,Finland,0.7654494047164917
94,capital-common-countries,Berlin,Germany,Islamabad,Pakistan,Pakistan,0.7597626447677612
95,capital-common-countries,Berlin,Germany,Kabul,Afghanistan,Afghan,0.6450541019439697
96,capital-common-countries,Berlin,Germany,London,England,UK,0.6597434878349304
97,capital-common-countries,Berlin,Germany,Madrid,Spain,Spain,0.7768210172653198
98,capital-common-countries,Berlin,Germany,Moscow,Russia,Russia,0.810738205909729
99,capital-common-countries,Berlin,Germany,Oslo,Norway,Norway,0.7291736602783203
100,capital-common-countries,Berlin,Germany,Ottawa,Canada,Canada,0.6773226261138916
101,capital-common-countries,Berlin,Germany,Paris,France,France,0.7884094715118408
102,capital-common-countries,Berlin,Germany,Rome,Italy,Italy,0.7509607672691345
103,capital-common-countries,Berlin,Germany,Stockholm,Sweden,Sweden,0.8022658228874207
104,capital-common-countries,Berlin,Germany,Tehran,Iran,Iran,0.7747757434844971
105,capital-common-countries,Berlin,Germany,Tokyo,Japan,Japan,0.7969788312911987
106,capital-common-countries,Berlin,Germany,Athens,Greece,Greece,0.6390470862388611
107,capital-common-countries,Berlin,Germany,Baghdad,Iraq,Mosul,0.686406135559082
108,capital-common-countries,Berlin,Germany,Bangkok,Thailand,Thailand,0.768083393573761
109,capital-common-countries,Berlin,Germany,Beijing,China,China,0.7755853533744812
110,capital-common-countries,Bern,Switzerland,Cairo,Egypt,Egypt,0.5989274978637695
111,capital-common-countries,Bern,Switzerland,Canberra,Australia,Australia,0.6860507130622864
112,capital-common-countries,Bern,Switzerland,Hanoi,Vietnam,Viet_Nam,0.5609369874000549
113,capital-common-countries,Bern,Switzerland,Havana,Cuba,Cuba,0.6295959949493408
114,capital-common-countries,Bern,Switzerland,Helsinki,Finland,Finland,0.6637659668922424
115,capital-common-countries,Bern,Switzerland,Islamabad,Pakistan,Pakistan,0.6708025336265564
116,capital-common-countries,Bern,Switzerland,Kabul,Afghanistan,Afghanistan,0.5338184237480164
117,capital-common-countries,Bern,Switzerland,London,England,EURASIAN_NATURAL_RESOURCES_CORP.,0.5463827252388
118,capital-common-countries,Bern,Switzerland,Madrid,Spain,Spain,0.6423717737197876
119,capital-common-countries,Bern,Switzerland,Moscow,Russia,Russia,0.6487589478492737
120,capital-common-countries,Bern,Switzerland,Oslo,Norway,Norway,0.6448377966880798
121,capital-common-countries,Bern,Switzerland,Ottawa,Canada,Canada,0.6468111872673035
122,capital-common-countries,Bern,Switzerland,Paris,France,France,0.6129553914070129
123,capital-common-countries,Bern,Switzerland,Rome,Italy,Italy,0.6486326456069946
124,capital-common-countries,Bern,Switzerland,Stockholm,Sweden,Sweden,0.6849666237831116
125,capital-common-countries,Bern,Switzerland,Tehran,Iran,Iran,0.6813836693763733
126,capital-common-countries,Bern,Switzerland,Tokyo,Japan,Japan,0.6434275507926941
127,capital-common-countries,Bern,Switzerland,Athens,Greece,Greece,0.580009937286377
128,capital-common-countries,Bern,Switzerland,Baghdad,Iraq,Iraqi,0.5730240941047668
129,capital-common-countries,Bern,Switzerland,Bangkok,Thailand,Thailand,0.6617313623428345
130,capital-common-countries,Bern,Switzerland,Beijing,China,China,0.6225297451019287
131,capital-common-countries,Bern,Switzerland,Berlin,Germany,Germany,0.7138351202011108
132,capital-common-countries,Cairo,Egypt,Canberra,Australia,Australia,0.6811555027961731
133,capital-common-countries,Cairo,Egypt,Hanoi,Vietnam,Viet_Nam,0.7589392066001892
134,capital-common-countries,Cairo,Egypt,Havana,Cuba,Cuba,0.7639016509056091
135,capital-common-countries,Cairo,Egypt,Helsinki,Finland,Finland,0.7256742119789124
136,capital-common-countries,Cairo,Egypt,Islamabad,Pakistan,Pakistan,0.8155919313430786
137,capital-common-countries,Cairo,Egypt,Kabul,Afghanistan,Afghan,0.6829642057418823
138,capital-common-countries,Cairo,Egypt,London,England,Britain,0.6454267501831055
139,capital-common-countries,Cairo,Egypt,Madrid,Spain,Spain,0.7469132542610168
140,capital-common-countries,Cairo,Egypt,Moscow,Russia,Russia,0.8426570892333984
141,capital-common-countries,Cairo,Egypt,Oslo,Norway,Norway,0.6975641250610352
142,capital-common-countries,Cairo,Egypt,Ottawa,Canada,Canada,0.6659149527549744
143,capital-common-countries,Cairo,Egypt,Paris,France,France,0.7114197015762329
144,capital-common-countries,Cairo,Egypt,Rome,Italy,Italy,0.6812829375267029
145,capital-common-countries,Cairo,Egypt,Stockholm,Sweden,Sweden,0.7365162372589111
146,capital-common-countries,Cairo,Egypt,Tehran,Iran,Iran,0.8531846404075623
147,capital-common-countries,Cairo,Egypt,Tokyo,Japan,Japan,0.7753520607948303
148,capital-common-countries,Cairo,Egypt,Athens,Greece,Greece,0.7355355620384216
149,capital-common-countries,Cairo,Egypt,Baghdad,Iraq,Iraqi,0.7208045721054077
150,capital-common-countries,Cairo,Egypt,Bangkok,Thailand,Thailand,0.8275742530822754
151,capital-common-countries,Cairo,Egypt,Beijing,China,China,0.8066044449806213
152,capital-common-countries,Cairo,Egypt,Berlin,Germany,Germany,0.7016905546188354
153,capital-common-countries,Cairo,Egypt,Bern,Switzerland,Switzerland,0.4930407404899597
154,capital-common-countries,Canberra,Australia,Hanoi,Vietnam,Viet_Nam,0.6714490652084351
155,capital-common-countries,Canberra,Australia,Havana,Cuba,Cuba,0.6964417099952698
156,capital-common-countries,Canberra,Australia,Helsinki,Finland,Finland,0.690654993057251
157,capital-common-countries,Canberra,Australia,Islamabad,Pakistan,Pakistan,0.7743955850601196
158,capital-common-countries,Canberra,Australia,Kabul,Afghanistan,Afghans,0.585472047328949
159,capital-common-countries,Canberra,Australia,London,England,UK,0.6224530935287476
160,capital-common-countries,Canberra,Australia,Madrid,Spain,Spain,0.7410277724266052
161,capital-common-countries,Canberra,Australia,Moscow,Russia,Russia,0.7891086339950562
162,capital-common-countries,Canberra,Australia,Oslo,Norway,Norway,0.6703748106956482
163,capital-common-countries,Canberra,Australia,Ottawa,Canada,Canada,0.7492120265960693
164,capital-common-countries,Canberra,Australia,Paris,France,France,0.7159996032714844
165,capital-common-countries,Canberra,Australia,Rome,Italy,Italy,0.663947343826294
166,capital-common-countries,Canberra,Australia,Stockholm,Sweden,Sweden,0.706972062587738
167,capital-common-countries,Canberra,Australia,Tehran,Iran,Iran,0.7551096677780151
168,capital-common-countries,Canberra,Australia,Tokyo,Japan,Japan,0.7584798336029053
169,capital-common-countries,Canberra,Australia,Athens,Greece,Greece,0.5700703263282776
170,capital-common-countries,Canberra,Australia,Baghdad,Iraq,Mosul,0.6397027969360352
171,capital-common-countries,Canberra,Australia,Bangkok,Thailand,Thailand,0.7358657717704773
172,capital-common-countries,Canberra,Australia,Beijing,China,China,0.7823367714881897
173,capital-common-countries,Canberra,Australia,Berlin,Germany,Germany,0.7441055178642273
174,capital-common-countries,Canberra,Australia,Bern,Switzerland,Switzerland,0.5360245704650879
175,capital-common-countries,Canberra,Australia,Cairo,Egypt,Egypt,0.6859405636787415
176,capital-common-countries,Hanoi,Vietnam,Havana,Cuba,Cuba,0.6831809878349304
177,capital-common-countries,Hanoi,Vietnam,Helsinki,Finland,Finland,0.5732652544975281
178,capital-common-countries,Hanoi,Vietnam,Islamabad,Pakistan,Pakistan,0.7073385715484619
179,capital-common-countries,Hanoi,Vietnam,Kabul,Afghanistan,Afghanistan,0.7566174864768982
180,capital-common-countries,Hanoi,Vietnam,London,England,Britain,0.5320746898651123
181,capital-common-countries,Hanoi,Vietnam,Madrid,Spain,Spain,0.6318690180778503
182,capital-common-countries,Hanoi,Vietnam,Moscow,Russia,Russia,0.6925882697105408
183,capital-common-countries,Hanoi,Vietnam,Oslo,Norway,Norway,0.5300316214561462
184,capital-common-countries,Hanoi,Vietnam,Ottawa,Canada,Canada,0.5802633166313171
185,capital-common-countries,Hanoi,Vietnam,Paris,France,France,0.5821924209594727
186,capital-common-countries,Hanoi,Vietnam,Rome,Italy,Italy,0.5208399295806885
187,capital-common-countries,Hanoi,Vietnam,Stockholm,Sweden,Sweden,0.5909290909767151
188,capital-common-countries,Hanoi,Vietnam,Tehran,Iran,Iran,0.7381366491317749
189,capital-common-countries,Hanoi,Vietnam,Tokyo,Japan,Japan,0.6836792826652527
190,capital-common-countries,Hanoi,Vietnam,Athens,Greece,Greece,0.5295499563217163
191,capital-common-countries,Hanoi,Vietnam,Baghdad,Iraq,Iraq,0.7784610390663147
192,capital-common-countries,Hanoi,Vietnam,Bangkok,Thailand,Thailand,0.6948618292808533
193,capital-common-countries,Hanoi,Vietnam,Beijing,China,China,0.7234393358230591
194,capital-common-countries,Hanoi,Vietnam,Berlin,Germany,Germany,0.5970562696456909
195,capital-common-countries,Hanoi,Vietnam,Bern,Switzerland,Bern_NC,0.49757641553878784
196,capital-common-countries,Hanoi,Vietnam,Cairo,Egypt,Egypt,0.70243239402771
197,capital-common-countries,Hanoi,Vietnam,Canberra,Australia,Australia,0.6169843077659607
198,capital-common-countries,Havana,Cuba,Helsinki,Finland,Finland,0.6971813440322876
199,capital-common-countries,Havana,Cuba,Islamabad,Pakistan,Pakistan,0.8123714923858643
200,capital-common-countries,Havana,Cuba,Kabul,Afghanistan,Afghanistan,0.7092918157577515
201,capital-common-countries,Havana,Cuba,London,England,Britain,0.6217107772827148
202,capital-common-countries,Havana,Cuba,Madrid,Spain,Spain,0.6929836869239807
203,capital-common-countries,Havana,Cuba,Moscow,Russia,Russia,0.8237830400466919
204,capital-common-countries,Havana,Cuba,Oslo,Norway,Norway,0.7030717134475708
205,capital-common-countries,Havana,Cuba,Ottawa,Canada,Canada,0.6562577486038208
206,capital-common-countries,Havana,Cuba,Paris,France,France,0.6843082308769226
207,capital-common-countries,Havana,Cuba,Rome,Italy,Italy,0.6025851964950562
208,capital-common-countries,Havana,Cuba,Stockholm,Sweden,Sweden,0.7303111553192139
209,capital-common-countries,Havana,Cuba,Tehran,Iran,Iran,0.863551139831543
210,capital-common-countries,Havana,Cuba,Tokyo,Japan,Japan,0.7725998759269714
211,capital-common-countries,Havana,Cuba,Athens,Greece,Greece,0.632399320602417
212,capital-common-countries,Havana,Cuba,Baghdad,Iraq,Iraq,0.7371042966842651
213,capital-common-countries,Havana,Cuba,Bangkok,Thailand,Thailand,0.7950247526168823
214,capital-common-countries,Havana,Cuba,Beijing,China,China,0.7704688906669617
215,capital-common-countries,Havana,Cuba,Berlin,Germany,Germany,0.6952270269393921
216,capital-common-countries,Havana,Cuba,Bern,Switzerland,Switzerland,0.502707302570343
217,capital-common-countries,Havana,Cuba,Cairo,Egypt,Egypt,0.7647276520729065
218,capital-common-countries,Havana,Cuba,Canberra,Australia,Australia,0.6877731084823608
219,capital-common-countries,Havana,Cuba,Hanoi,Vietnam,Viet_Nam,0.7109317183494568
220,capital-common-countries,Helsinki,Finland,Islamabad,Pakistan,Pakistan,0.7291181087493896
221,capital-common-countries,Helsinki,Finland,Kabul,Afghanistan,Afghan,0.6359644532203674
222,capital-common-countries,Helsinki,Finland,London,England,Britain,0.6623522043228149
223,capital-common-countries,Helsinki,Finland,Madrid,Spain,Spain,0.7539469599723816
224,capital-common-countries,Helsinki,Finland,Moscow,Russia,Russia,0.7918933033943176
225,capital-common-countries,Helsinki,Finland,Oslo,Norway,Norway,0.7523171305656433
226,capital-common-countries,Helsinki,Finland,Ottawa,Canada,Canada,0.6696932315826416
227,capital-common-countries,Helsinki,Finland,Paris,France,France,0.7549223303794861
228,capital-common-countries,Helsinki,Finland,Rome,Italy,Italy,0.6867628693580627
229,capital-common-countries,Helsinki,Finland,Stockholm,Sweden,Sweden,0.82563716173172
230,capital-common-countries,Helsinki,Finland,Tehran,Iran,Iran,0.7732710242271423
231,capital-common-countries,Helsinki,Finland,Tokyo,Japan,Japan,0.80302494764328
232,capital-common-countries,Helsinki,Finland,Athens,Greece,Greece,0.6566227078437805
233,capital-common-countries,Helsinki,Finland,Baghdad,Iraq,Mosul,0.6506971716880798
234,capital-common-countries,Helsinki,Finland,Bangkok,Thailand,Thailand,0.752036452293396
235,capital-common-countries,Helsinki,Finland,Beijing,China,China,0.7568843960762024
236,capital-common-countries,Helsinki,Finland,Berlin,Germany,Germany,0.7419474124908447
237,capital-common-countries,Helsinki,Finland,Bern,Switzerland,Switzerland,0.5047451257705688
238,capital-common-countries,Helsinki,Finland,Cairo,Egypt,Egypt,0.7302724719047546
239,capital-common-countries,Helsinki,Finland,Canberra,Australia,Australia,0.6987782120704651
240,capital-common-countries,Helsinki,Finland,Hanoi,Vietnam,Viet_Nam,0.6931595206260681
241,capital-common-countries,Helsinki,Finland,Havana,Cuba,Cuba,0.6899740695953369
242,capital-common-countries,Islamabad,Pakistan,Kabul,Afghanistan,Afghan,0.7332905530929565
243,capital-common-countries,Islamabad,Pakistan,London,England,Britain,0.6056548953056335
244,capital-common-countries,Islamabad,Pakistan,Madrid,Spain,Spain,0.6914529800415039
245,capital-common-countries,Islamabad,Pakistan,Moscow,Russia,Russia,0.8319275975227356
246,capital-common-countries,Islamabad,Pakistan,Oslo,Norway,Norway,0.6795673966407776
247,capital-common-countries,Islamabad,Pakistan,Ottawa,Canada,Canada,0.6421677470207214
248,capital-common-countries,Islamabad,Pakistan,Paris,France,France,0.6944430470466614
249,capital-common-countries,Islamabad,Pakistan,Rome,Italy,Italy,0.6518086194992065
250,capital-common-countries,Islamabad,Pakistan,Stockholm,Sweden,Sweden,0.7098785042762756
251,capital-common-countries,Islamabad,Pakistan,Tehran,Iran,Iran,0.8605973720550537
252,capital-common-countries,Islamabad,Pakistan,Tokyo,Japan,Japan,0.7747602462768555
253,capital-common-countries,Islamabad,Pakistan,Athens,Greece,Greece,0.6418430805206299
254,capital-common-countries,Islamabad,Pakistan,Baghdad,Iraq,Iraqi,0.7481117844581604
255,capital-common-countries,Islamabad,Pakistan,Bangkok,Thailand,Thailand,0.7783142328262329
256,capital-common-countries,Islamabad,Pakistan,Beijing,China,China,0.8079830408096313
257,capital-common-countries,Islamabad,Pakistan,Berlin,Germany,Germany,0.7216541171073914
258,capital-common-countries,Islamabad,Pakistan,Bern,Switzerland,Switzerland,0.4968326687812805
259,capital-common-countries,Islamabad,Pakistan,Cairo,Egypt,Egypt,0.7879177927970886
260,capital-common-countries,Islamabad,Pakistan,Canberra,Australia,Australia,0.7616326808929443
261,capital-common-countries,Islamabad,Pakistan,Hanoi,Vietnam,Viet_Nam,0.7534360289573669
262,capital-common-countries,Islamabad,Pakistan,Havana,Cuba,Cuba,0.7958501577377319
263,capital-common-countries,Islamabad,Pakistan,Helsinki,Finland,Finland,0.6935102939605713
264,capital-common-countries,Kabul,Afghanistan,London,England,EURASIAN_NATURAL_RESOURCES_CORP.,0.5547584891319275
265,capital-common-countries,Kabul,Afghanistan,Madrid,Spain,Spain,0.6156004071235657
266,capital-common-countries,Kabul,Afghanistan,Moscow,Russia,Russia,0.7199913859367371
267,capital-common-countries,Kabul,Afghanistan,Oslo,Norway,Norway,0.5757439732551575
268,capital-common-countries,Kabul,Afghanistan,Ottawa,Canada,Ontario,0.551449179649353
269,capital-common-countries,Kabul,Afghanistan,Paris,France,France,0.6088168025016785
270,capital-common-countries,Kabul,Afghanistan,Rome,Italy,Italy,0.5375437140464783
271,capital-common-countries,Kabul,Afghanistan,Stockholm,Sweden,Sweden,0.5849065780639648
272,capital-common-countries,Kabul,Afghanistan,Tehran,Iran,Iran,0.780714750289917
273,capital-common-countries,Kabul,Afghanistan,Tokyo,Japan,Japan,0.6695030927658081
274,capital-common-countries,Kabul,Afghanistan,Athens,Greece,Greece,0.5494598746299744
275,capital-common-countries,Kabul,Afghanistan,Baghdad,Iraq,Iraq,0.8607980608940125
276,capital-common-countries,Kabul,Afghanistan,Bangkok,Thailand,Thailand,0.6891651153564453
277,capital-common-countries,Kabul,Afghanistan,Beijing,China,China,0.6837892532348633
278,capital-common-countries,Kabul,Afghanistan,Berlin,Germany,Germany,0.6105467677116394
279,capital-common-countries,Kabul,Afghanistan,Bern,Switzerland,Bern_NC,0.4233846366405487
280,capital-common-countries,Kabul,Afghanistan,Cairo,Egypt,Egypt,0.6705425381660461
281,capital-common-countries,Kabul,Afghanistan,Canberra,Australia,Mr_Rudd,0.6034547686576843
282,capital-common-countries,Kabul,Afghanistan,Hanoi,Vietnam,Vietnam,0.7514269351959229
283,capital-common-countries,Kabul,Afghanistan,Havana,Cuba,Cuba,0.7205935120582581
284,capital-common-countries,Kabul,Afghanistan,Helsinki,Finland,Finland,0.5768634080886841
285,capital-common-countries,Kabul,Afghanistan,Islamabad,Pakistan,Pakistan,0.7463313341140747
286,capital-common-countries,London,England,Madrid,Spain,Spain,0.6087852120399475
287,capital-common-countries,London,England,Moscow,Russia,Russia,0.6502718329429626
288,capital-common-countries,London,England,Oslo,Norway,Norway,0.5689429640769958
289,capital-common-countries,London,England,Ottawa,Canada,Canada,0.5256192684173584
290,capital-common-countries,London,England,Paris,France,France,0.667637825012207
291,capital-common-countries,London,England,Rome,Italy,Italy,0.5715966820716858
292,capital-common-countries,London,England,Stockholm,Sweden,Sweden,0.6610991358757019
293,capital-common-countries,London,England,Tehran,Iran,Iran,0.6443779468536377
294,capital-common-countries,London,England,Tokyo,Japan,Japan,0.6889490485191345
295,capital-common-countries,London,England,Athens,Greece,Greece,0.5293722152709961
296,capital-common-countries,London,England,Baghdad,Iraq,Iraqi,0.5854012966156006
297,capital-common-countries,London,England,Bangkok,Thailand,Thailand,0.6264095306396484
298,capital-common-countries,London,England,Beijing,China,China,0.6181187033653259
299,capital-common-countries,London,England,Berlin,Germany,Germany,0.5952339768409729
300,capital-common-countries,London,England,Bern,Switzerland,Hanover,0.4530367851257324
301,capital-common-countries,London,England,Cairo,Egypt,Egypt,0.5641492009162903
302,capital-common-countries,London,England,Canberra,Australia,Australia,0.6054890751838684
303,capital-common-countries,London,England,Hanoi,Vietnam,Viet_Nam,0.5810422897338867
304,capital-common-countries,London,England,Havana,Cuba,Cuba,0.5627489686012268
305,capital-common-countries,London,England,Helsinki,Finland,Finland,0.6215444803237915
306,capital-common-countries,London,England,Islamabad,Pakistan,Pakistan,0.6654638648033142
307,capital-common-countries,London,England,Kabul,Afghanistan,Afghan,0.573311984539032
308,capital-common-countries,Madrid,Spain,Moscow,Russia,Russia,0.8136780858039856
309,capital-common-countries,Madrid,Spain,Oslo,Norway,Norway,0.7230186462402344
310,capital-common-countries,Madrid,Spain,Ottawa,Canada,Canada,0.6814808249473572
311,capital-common-countries,Madrid,Spain,Paris,France,France,0.7609948515892029
312,capital-common-countries,Madrid,Spain,Rome,Italy,Italy,0.7004686594009399
313,capital-common-countries,Madrid,Spain,Stockholm,Sweden,Sweden,0.7822341918945312
314,capital-common-countries,Madrid,Spain,Tehran,Iran,Iran,0.7588755488395691
315,capital-common-countries,Madrid,Spain,Tokyo,Japan,Japan,0.8010953664779663
316,capital-common-countries,Madrid,Spain,Athens,Greece,Greece,0.6898480653762817
317,capital-common-countries,Madrid,Spain,Baghdad,Iraq,Mosul,0.6579501628875732
318,capital-common-countries,Madrid,Spain,Bangkok,Thailand,Thailand,0.7701380252838135
319,capital-common-countries,Madrid,Spain,Beijing,China,China,0.7744125723838806
320,capital-common-countries,Madrid,Spain,Berlin,Germany,Germany,0.750167965888977
321,capital-common-countries,Madrid,Spain,Bern,Switzerland,Switzerland,0.4854032099246979
322,capital-common-countries,Madrid,Spain,Cairo,Egypt,Egypt,0.7326662540435791
323,capital-common-countries,Madrid,Spain,Canberra,Australia,Australia,0.7068918943405151
324,capital-common-countries,Madrid,Spain,Hanoi,Vietnam,Viet_Nam,0.7359681725502014
325,capital-common-countries,Madrid,Spain,Havana,Cuba,Cuba,0.7222689390182495
326,capital-common-countries,Madrid,Spain,Helsinki,Finland,Finland,0.7638068199157715
327,capital-common-countries,Madrid,Spain,Islamabad,Pakistan,Pakistan,0.7176593542098999
